 1.00000000e+06 -1.31876785e+00  5.45487124e-04 
 1.05932636e+06 -1.31876783e+00  5.77848884e-04 
 1.12217233e+06 -1.31876781e+00  6.12130548e-04 
 1.18874673e+06 -1.31876779e+00  6.48446019e-04 
 1.25927075e+06 -1.31876776e+00  6.86915952e-04 
 1.33397869e+06 -1.31876773e+00  7.27668165e-04 
 1.41311879e+06 -1.31876770e+00  7.70838057e-04 
 1.49695398e+06 -1.31876766e+00  8.16569060e-04 
 1.58576281e+06 -1.31876762e+00  8.65013114e-04 
 1.67984034e+06 -1.31876758e+00  9.16331174e-04 
 1.77949915e+06 -1.31876753e+00  9.70693746e-04 
 1.88507036e+06 -1.31876747e+00  1.02828145e-03 
 1.99690471e+06 -1.31876741e+00  1.08928561e-03 
 2.11537380e+06 -1.31876734e+00  1.15390892e-03 
 2.24087122e+06 -1.31876726e+00  1.22236610e-03 
 2.37381395e+06 -1.31876716e+00  1.29488458e-03 
 2.51464369e+06 -1.31876706e+00  1.37170531e-03 
 2.66382834e+06 -1.31876695e+00  1.45308352e-03 
 2.82186357e+06 -1.31876682e+00  1.53928959e-03 
 2.98927446e+06 -1.31876668e+00  1.63060994e-03 
 3.16661723e+06 -1.31876652e+00  1.72734798e-03 
 3.35448110e+06 -1.31876634e+00  1.82982510e-03 
 3.55349024e+06 -1.31876613e+00  1.93838180e-03 
 3.76430588e+06 -1.31876591e+00  2.05337874e-03 
 3.98762844e+06 -1.31876565e+00  2.17519799e-03 
 4.22419991e+06 -1.31876536e+00  2.30424430e-03 
 4.47480631e+06 -1.31876504e+00  2.44094639e-03 
 4.74028027e+06 -1.31876468e+00  2.58575847e-03 
 5.02150383e+06 -1.31876428e+00  2.73916165e-03 
 5.31941137e+06 -1.31876382e+00  2.90166559e-03 
 5.63499267e+06 -1.31876331e+00  3.07381019e-03 
 5.96929627e+06 -1.31876274e+00  3.25616739e-03 
 6.32343288e+06 -1.31876210e+00  3.44934302e-03 
 6.69857912e+06 -1.31876138e+00  3.65397890e-03 
 7.09598142e+06 -1.31876057e+00  3.87075487e-03 
 7.51696016e+06 -1.31875967e+00  4.10039112e-03 
 7.96291403e+06 -1.31875865e+00  4.34365057e-03 
 8.43532472e+06 -1.31875751e+00  4.60134137e-03 
 8.93576181e+06 -1.31875622e+00  4.87431961e-03 
 9.46588802e+06 -1.31875479e+00  5.16349218e-03 
 1.00274647e+07 -1.31875317e+00  5.46981972e-03 
 1.06223576e+07 -1.31875136e+00  5.79431987e-03 
 1.12525434e+07 -1.31874933e+00  6.13807061e-03 
 1.19201159e+07 -1.31874705e+00  6.50221386e-03 
 1.26272929e+07 -1.31874449e+00  6.88795925e-03 
 1.33764242e+07 -1.31874162e+00  7.29658813e-03 
 1.41699988e+07 -1.31873839e+00  7.72945785e-03 
 1.50106532e+07 -1.31873478e+00  8.18800620e-03 
 1.59011806e+07 -1.31873072e+00  8.67375625e-03 
 1.68445397e+07 -1.31872617e+00  9.18832134e-03 
 1.78438649e+07 -1.31872105e+00  9.73341044e-03 
 1.89024764e+07 -1.31871532e+00  1.03108338e-02 
 2.00238915e+07 -1.31870888e+00  1.09225090e-02 
 2.12118361e+07 -1.31870166e+00  1.15704672e-02 
 2.24702570e+07 -1.31869356e+00  1.22568598e-02 
 2.38033356e+07 -1.31868446e+00  1.29839659e-02 
 2.52155008e+07 -1.31867426e+00  1.37541993e-02 
 2.67114446e+07 -1.31866281e+00  1.45701169e-02 
 2.82961373e+07 -1.31864996e+00  1.54344269e-02 
 2.99748441e+07 -1.31863553e+00  1.63499979e-02 
 3.17531424e+07 -1.31861935e+00  1.73198679e-02 
 3.36369407e+07 -1.31860119e+00  1.83472548e-02 
 3.56324979e+07 -1.31858081e+00  1.94355669e-02 
 3.77464443e+07 -1.31855794e+00  2.05884137e-02 
 3.99858033e+07 -1.31853228e+00  2.18096179e-02 
 4.23580154e+07 -1.31850348e+00  2.31032280e-02 
 4.48709622e+07 -1.31847117e+00  2.44735313e-02 
 4.75329930e+07 -1.31843490e+00  2.59250679e-02 
 5.03529523e+07 -1.31839420e+00  2.74626453e-02 
 5.33402096e+07 -1.31834854e+00  2.90913543e-02 
 5.65046900e+07 -1.31829729e+00  3.08165846e-02 
 5.98569075e+07 -1.31823978e+00  3.26440430e-02 
 6.34079998e+07 -1.31817525e+00  3.45797708e-02 
 6.71697655e+07 -1.31810283e+00  3.66301635e-02 
 7.11547031e+07 -1.31802156e+00  3.88019905e-02 
 7.53760525e+07 -1.31793036e+00  4.11024166e-02 
 7.98478392e+07 -1.31782802e+00  4.35390243e-02 
 8.45849207e+07 -1.31771318e+00  4.61198369e-02 
 8.96030360e+07 -1.31758431e+00  4.88533429e-02 
 9.49188578e+07 -1.31743969e+00  5.17485221e-02 
 1.00550048e+08 -1.31727740e+00  5.48148714e-02 
