 1.00000000e+06 -3.71588458e-02  1.15100422e-06 
 1.05932636e+06 -3.71588459e-02  1.21928924e-06 
 1.12217233e+06 -3.71588460e-02  1.29162538e-06 
 1.18874673e+06 -3.71588461e-02  1.36825300e-06 
 1.25927075e+06 -3.71588462e-02  1.44942668e-06 
 1.33397869e+06 -3.71588463e-02  1.53541615e-06 
 1.41311879e+06 -3.71588464e-02  1.62650711e-06 
 1.49695398e+06 -3.71588466e-02  1.72300222e-06 
 1.58576281e+06 -3.71588467e-02  1.82522211e-06 
 1.67984034e+06 -3.71588469e-02  1.93350641e-06 
 1.77949915e+06 -3.71588471e-02  2.04821492e-06 
 1.88507036e+06 -3.71588474e-02  2.16972879e-06 
 1.99690471e+06 -3.71588476e-02  2.29845177e-06 
 2.11537380e+06 -3.71588479e-02  2.43481158e-06 
 2.24087122e+06 -3.71588483e-02  2.57926132e-06 
 2.37381395e+06 -3.71588486e-02  2.73228097e-06 
 2.51464369e+06 -3.71588491e-02  2.89437899e-06 
 2.66382834e+06 -3.71588495e-02  3.06609403e-06 
 2.82186357e+06 -3.71588501e-02  3.24799669e-06 
 2.98927446e+06 -3.71588507e-02  3.44069144e-06 
 3.16661723e+06 -3.71588513e-02  3.64481862e-06 
 3.35448110e+06 -3.71588521e-02  3.86105657e-06 
 3.55349024e+06 -3.71588529e-02  4.09012392e-06 
 3.76430588e+06 -3.71588539e-02  4.33278194e-06 
 3.98762844e+06 -3.71588549e-02  4.58983707e-06 
 4.22419991e+06 -3.71588561e-02  4.86214366e-06 
 4.47480631e+06 -3.71588574e-02  5.15060677e-06 
 4.74028027e+06 -3.71588589e-02  5.45618521e-06 
 5.02150383e+06 -3.71588606e-02  5.77989470e-06 
 5.31941137e+06 -3.71588625e-02  6.12281133e-06 
 5.63499267e+06 -3.71588646e-02  6.48607506e-06 
 5.96929627e+06 -3.71588670e-02  6.87089362e-06 
 6.32343288e+06 -3.71588696e-02  7.27854647e-06 
 6.69857912e+06 -3.71588726e-02  7.71038911e-06 
 7.09598142e+06 -3.71588760e-02  8.16785763e-06 
 7.51696016e+06 -3.71588797e-02  8.65247350e-06 
 7.96291403e+06 -3.71588839e-02  9.16584865e-06 
 8.43532472e+06 -3.71588887e-02  9.70969094e-06 
 8.93576181e+06 -3.71588940e-02  1.02858098e-05 
 9.46588802e+06 -3.71588999e-02  1.08961225e-05 
 1.00274647e+07 -3.71589066e-02  1.15426604e-05 
 1.06223576e+07 -3.71589141e-02  1.22275760e-05 
 1.12525434e+07 -3.71589226e-02  1.29531498e-05 
 1.19201159e+07 -3.71589320e-02  1.37217988e-05 
 1.26272929e+07 -3.71589426e-02  1.45360841e-05 
 1.33764242e+07 -3.71589545e-02  1.53987195e-05 
 1.41699988e+07 -3.71589679e-02  1.63125815e-05 
 1.50106532e+07 -3.71589828e-02  1.72807185e-05 
 1.59011806e+07 -3.71589996e-02  1.83063614e-05 
 1.68445397e+07 -3.71590185e-02  1.93929351e-05 
 1.78438649e+07 -3.71590396e-02  2.05440701e-05 
 1.89024764e+07 -3.71590634e-02  2.17636152e-05 
 2.00238915e+07 -3.71590900e-02  2.30556509e-05 
 2.12118361e+07 -3.71591199e-02  2.44245043e-05 
 2.24702570e+07 -3.71591534e-02  2.58747637e-05 
 2.38033356e+07 -3.71591910e-02  2.74112958e-05 
 2.52155008e+07 -3.71592332e-02  2.90392630e-05 
 2.67114446e+07 -3.71592805e-02  3.07641419e-05 
 2.82961373e+07 -3.71593336e-02  3.25917442e-05 
 2.99748441e+07 -3.71593931e-02  3.45282379e-05 
 3.17531424e+07 -3.71594598e-02  3.65801705e-05 
 3.36369407e+07 -3.71595347e-02  3.87544947e-05 
 3.56324979e+07 -3.71596187e-02  4.10585948e-05 
 3.77464443e+07 -3.71597128e-02  4.35003164e-05 
 3.99858033e+07 -3.71598184e-02  4.60879978e-05 
 4.23580154e+07 -3.71599367e-02  4.88305041e-05 
 4.48709622e+07 -3.71600694e-02  5.17372648e-05 
 4.75329930e+07 -3.71602181e-02  5.48183141e-05 
 5.03529523e+07 -3.71603847e-02  5.80843348e-05 
 5.33402096e+07 -3.71605714e-02  6.15467070e-05 
 5.65046900e+07 -3.71607806e-02  6.52175606e-05 
 5.98569075e+07 -3.71610149e-02  6.91098333e-05 
 6.34079998e+07 -3.71612772e-02  7.32373343e-05 
 6.71697655e+07 -3.71615709e-02  7.76148147e-05 
 7.11547031e+07 -3.71618996e-02  8.22580450e-05 
 7.53760525e+07 -3.71622673e-02  8.71839004e-05 
 7.98478392e+07 -3.71626785e-02  9.24104563e-05 
 8.45849207e+07 -3.71631383e-02  9.79570934e-05 
 8.96030360e+07 -3.71636521e-02  1.03844614e-04 
 9.49188578e+07 -3.71642259e-02  1.10095374e-04 
 1.00550048e+08 -3.71648664e-02  1.16733425e-04 
 1.06515316e+08 -3.71655809e-02  1.23784673e-04 
 1.12834482e+08 -3.71663774e-02  1.31277064e-04 
 1.19528541e+08 -3.71672646e-02  1.39240771e-04 
 1.26619734e+08 -3.71682519e-02  1.47708423e-04 
 1.34131621e+08 -3.71693496e-02  1.56715338e-04 
 1.42089162e+08 -3.71705687e-02  1.66299793e-04 
 1.50518795e+08 -3.71719210e-02  1.76503312e-04 
 1.59448526e+08 -3.71734190e-02  1.87370983e-04 
 1.68908027e+08 -3.71750758e-02  1.98951800e-04 
 1.78928725e+08 -3.71769054e-02  2.11299024e-04 
 1.89543915e+08 -3.71789221e-02  2.24470578e-04 
 2.00788865e+08 -3.71811403e-02  2.38529442e-04 
 2.12700937e+08 -3.71835748e-02  2.53544076e-04 
 2.25319709e+08 -3.71862402e-02  2.69588837e-04 
 2.38687107e+08 -3.71891503e-02  2.86744390e-04 
 2.52847543e+08 -3.71923182e-02  3.05098105e-04 
 2.67848067e+08 -3.71957554e-02  3.24744404e-04 
 2.83738518e+08 -3.71994716e-02  3.45785073e-04 
 3.00571690e+08 -3.72034737e-02  3.68329488e-04 
 3.18403514e+08 -3.72077656e-02  3.92494752e-04 
 3.37293235e+08 -3.72123472e-02  4.18405728e-04 
 3.57303614e+08 -3.72172136e-02  4.46194946e-04 
 3.78501137e+08 -3.72223551e-02  4.76002374e-04 
 4.00956231e+08 -3.72277557e-02  5.07975068e-04 
 4.24743504e+08 -3.72333936e-02  5.42266686e-04 
 4.49941989e+08 -3.72392401e-02  5.79036915e-04 
 4.76635408e+08 -3.72452597e-02  6.18450827e-04 
 5.04912451e+08 -3.72514107e-02  6.60678221e-04 
 5.34867068e+08 -3.72576444e-02  7.05893000e-04 
 5.66598783e+08 -3.72639069e-02  7.54272657e-04 
 6.00213026e+08 -3.72701387e-02  8.05997924e-04 
 6.35821479e+08 -3.72762765e-02  8.61252650e-04 
 6.73542451e+08 -3.72822536e-02  9.20223943e-04 
 7.13501272e+08 -3.72880013e-02  9.83102633e-04 
 7.55830704e+08 -3.72934498e-02  1.05008403e-03 
 8.00671387e+08 -3.72985290e-02  1.12136902e-03 
 8.48172305e+08 -3.73031698e-02  1.19716540e-03 
 8.98491278e+08 -3.73073038e-02  1.27768946e-03 
