 1.00000000e+06 -1.05144767e+00 -2.35609105e-04 
 1.05932636e+06 -1.05144774e+00 -2.49586873e-04 
 1.12217233e+06 -1.05144781e+00 -2.64393878e-04 
 1.18874673e+06 -1.05144789e+00 -2.80079316e-04 
 1.25927075e+06 -1.05144798e+00 -2.96695296e-04 
 1.33397869e+06 -1.05144808e+00 -3.14297023e-04 
 1.41311879e+06 -1.05144819e+00 -3.32942971e-04 
 1.49695398e+06 -1.05144832e+00 -3.52695089e-04 
 1.58576281e+06 -1.05144846e+00 -3.73618993e-04 
 1.67984034e+06 -1.05144863e+00 -3.95784198e-04 
 1.77949915e+06 -1.05144881e+00 -4.19264336e-04 
 1.88507036e+06 -1.05144901e+00 -4.44137409e-04 
 1.99690471e+06 -1.05144923e+00 -4.70486044e-04 
 2.11537380e+06 -1.05144949e+00 -4.98397768e-04 
 2.24087122e+06 -1.05144978e+00 -5.27965299e-04 
 2.37381395e+06 -1.05145010e+00 -5.59286852e-04 
 2.51464369e+06 -1.05145046e+00 -5.92466466e-04 
 2.66382834e+06 -1.05145086e+00 -6.27614347e-04 
 2.82186357e+06 -1.05145131e+00 -6.64847236e-04 
 2.98927446e+06 -1.05145182e+00 -7.04288792e-04 
 3.16661723e+06 -1.05145239e+00 -7.46070007e-04 
 3.35448110e+06 -1.05145304e+00 -7.90329633e-04 
 3.55349024e+06 -1.05145375e+00 -8.37214646e-04 
 3.76430588e+06 -1.05145456e+00 -8.86880730e-04 
 3.98762844e+06 -1.05145547e+00 -9.39492790e-04 
 4.22419991e+06 -1.05145648e+00 -9.95225502e-04 
 4.47480631e+06 -1.05145762e+00 -1.05426388e-03 
 4.74028027e+06 -1.05145890e+00 -1.11680390e-03 
 5.02150383e+06 -1.05146034e+00 -1.18305313e-03 
 5.31941137e+06 -1.05146195e+00 -1.25323143e-03 
 5.63499267e+06 -1.05146376e+00 -1.32757165e-03 
 5.96929627e+06 -1.05146579e+00 -1.40632043e-03 
 6.32343288e+06 -1.05146807e+00 -1.48973897e-03 
 6.69857912e+06 -1.05147062e+00 -1.57810391e-03 
 7.09598142e+06 -1.05147349e+00 -1.67170823e-03 
 7.51696016e+06 -1.05147671e+00 -1.77086219e-03 
 7.96291403e+06 -1.05148032e+00 -1.87589437e-03 
 8.43532472e+06 -1.05148437e+00 -1.98715271e-03 
 8.93576181e+06 -1.05148892e+00 -2.10500563e-03 
 9.46588802e+06 -1.05149402e+00 -2.22984322e-03 
 1.00274647e+07 -1.05149974e+00 -2.36207854e-03 
 1.06223576e+07 -1.05150617e+00 -2.50214887e-03 
 1.12525434e+07 -1.05151338e+00 -2.65051713e-03 
 1.19201159e+07 -1.05152147e+00 -2.80767337e-03 
 1.26272929e+07 -1.05153055e+00 -2.97413626e-03 
 1.33764242e+07 -1.05154074e+00 -3.15045476e-03 
 1.41699988e+07 -1.05155217e+00 -3.33720978e-03 
 1.50106532e+07 -1.05156500e+00 -3.53501599e-03 
 1.59011806e+07 -1.05157939e+00 -3.74452367e-03 
 1.68445397e+07 -1.05159555e+00 -3.96642069e-03 
 1.78438649e+07 -1.05161367e+00 -4.20143452e-03 
 1.89024764e+07 -1.05163401e+00 -4.45033435e-03 
 2.00238915e+07 -1.05165683e+00 -4.71393333e-03 
 2.12118361e+07 -1.05168244e+00 -4.99309084e-03 
 2.24702570e+07 -1.05171118e+00 -5.28871485e-03 
 2.38033356e+07 -1.05174342e+00 -5.60176435e-03 
 2.52155008e+07 -1.05177960e+00 -5.93325188e-03 
 2.67114446e+07 -1.05182020e+00 -6.28424600e-03 
 2.82961373e+07 -1.05186574e+00 -6.65587391e-03 
 2.99748441e+07 -1.05191685e+00 -7.04932405e-03 
 3.17531424e+07 -1.05197419e+00 -7.46584861e-03 
 3.36369407e+07 -1.05203853e+00 -7.90676608e-03 
 3.56324979e+07 -1.05211071e+00 -8.37346369e-03 
 3.77464443e+07 -1.05219169e+00 -8.86739968e-03 
 3.99858033e+07 -1.05228255e+00 -9.39010541e-03 
 4.23580154e+07 -1.05238448e+00 -9.94318717e-03 
 4.48709622e+07 -1.05249882e+00 -1.05283277e-02 
 4.75329930e+07 -1.05262709e+00 -1.11472870e-02 
 5.03529523e+07 -1.05277098e+00 -1.18019031e-02 
 5.33402096e+07 -1.05293237e+00 -1.24940911e-02 
 5.65046900e+07 -1.05311340e+00 -1.32258426e-02 
 5.98569075e+07 -1.05331642e+00 -1.39992225e-02 
 6.34079998e+07 -1.05354412e+00 -1.48163654e-02 
 6.71697655e+07 -1.05379946e+00 -1.56794702e-02 
 7.11547031e+07 -1.05408577e+00 -1.65907914e-02 
 7.53760525e+07 -1.05440678e+00 -1.75526298e-02 
 7.98478392e+07 -1.05476666e+00 -1.85673178e-02 
 8.45849207e+07 -1.05517006e+00 -1.96372029e-02 
 8.96030360e+07 -1.05562220e+00 -2.07646252e-02 
 9.49188578e+07 -1.05612889e+00 -2.19518908e-02 
 1.00550048e+08 -1.05669660e+00 -2.32012374e-02 
 1.06515316e+08 -1.05733257e+00 -2.45147934e-02 
 1.12834482e+08 -1.05804485e+00 -2.58945275e-02 
 1.19528541e+08 -1.05884242e+00 -2.73421876e-02 
 1.26619734e+08 -1.05973525e+00 -2.88592270e-02 
 1.34131621e+08 -1.06073443e+00 -3.04467164e-02 
 1.42089162e+08 -1.06185224e+00 -3.21052382e-02 
 1.50518795e+08 -1.06310231e+00 -3.38347607e-02 
 1.59448526e+08 -1.06449970e+00 -3.56344892e-02 
 1.68908027e+08 -1.06606105e+00 -3.75026902e-02 
 1.78928725e+08 -1.06780466e+00 -3.94364842e-02 
 1.89543915e+08 -1.06975069e+00 -4.14316037e-02 
 2.00788865e+08 -1.07192118e+00 -4.34821107e-02 
 2.12700937e+08 -1.07434026e+00 -4.55800686e-02 
 2.25319709e+08 -1.07703415e+00 -4.77151638e-02 
 2.38687107e+08 -1.08003132e+00 -4.98742712e-02 
 2.52847543e+08 -1.08336244e+00 -5.20409585e-02 
 2.67848067e+08 -1.08706045e+00 -5.41949243e-02 
 2.83738518e+08 -1.09116044e+00 -5.63113671e-02 
 3.00571690e+08 -1.09569951e+00 -5.83602826e-02 
 3.18403514e+08 -1.10071656e+00 -6.03056896e-02 
 3.37293235e+08 -1.10625188e+00 -6.21047887e-02 
 3.57303614e+08 -1.11234668e+00 -6.37070614e-02 
 3.78501137e+08 -1.11904234e+00 -6.50533232e-02 
 4.00956231e+08 -1.12637955e+00 -6.60747534e-02 
 4.24743504e+08 -1.13439716e+00 -6.66919307e-02 
 4.49941989e+08 -1.14313074e+00 -6.68139152e-02 
 4.76635408e+08 -1.15261086e+00 -6.63374321e-02 
 5.04912451e+08 -1.16286104e+00 -6.51462197e-02 
 5.34867068e+08 -1.17389538e+00 -6.31106252e-02 
 5.66598783e+08 -1.18571581e+00 -6.00875380e-02 
 6.00213026e+08 -1.19830913e+00 -5.59207652e-02 
 6.35821479e+08 -1.21164365e+00 -5.04419592e-02 
 6.73542451e+08 -1.22566584e+00 -4.34722069e-02 
 7.13501272e+08 -1.24029678e+00 -3.48243854e-02 
 7.55830704e+08 -1.25542881e+00 -2.43063644e-02 
 8.00671387e+08 -1.27092243e+00 -1.17251121e-02 
 8.48172305e+08 -1.28660375e+00  3.10828929e-03 
 8.98491278e+08 -1.30226271e+00  2.03727645e-02 
 9.51795494e+08 -1.31765227e+00  4.02306143e-02 
 1.00826205e+09 -1.33248889e+00  6.28203169e-02 
 1.06807857e+09 -1.34645439e+00  8.82490110e-02 
 1.13144378e+09 -1.35919939e+00  1.16584972e-01 
 1.19856822e+09 -1.37034844e+00  1.47850432e-01 
 1.26967491e+09 -1.37950663e+00  1.82015124e-01 
 1.34500010e+09 -1.38626773e+00  2.18990900e-01 
 1.42479405e+09 -1.39022361e+00  2.58627778e-01 
 1.50932190e+09 -1.39097454e+00  3.00711675e-01 
 1.59886447e+09 -1.38814019e+00  3.44964045e-01 
 1.69371927e+09 -1.38137081e+00  3.91043532e-01 
 1.79420147e+09 -1.37035824e+00  4.38549694e-01 
 1.90064491e+09 -1.35484647e+00  4.87028753e-01 
 2.01340325e+09 -1.33464119e+00  5.35981289e-01 
 2.13285113e+09 -1.30961810e+00  5.84871713e-01 
 2.25938542e+09 -1.27972968e+00  6.33139322e-01 
 2.39342653e+09 -1.24501002e+00  6.80210674e-01 
 2.53541981e+09 -1.20557749e+00  7.25512971e-01 
 2.68583703e+09 -1.16163499e+00  7.68488068e-01 
 2.84517796e+09 -1.11346764e+00  8.08606651e-01 
 3.01397201e+09 -1.06143773e+00  8.45382069e-01 
 3.19277999e+09 -1.00597708e+00  8.78383249e-01 
 3.38219600e+09 -9.47576807e-01  9.07246099e-01 
 3.58284937e+09 -8.86774956e-01  9.31682822e-01 
 3.79540678e+09 -8.24142394e-01  9.51488654e-01 
 4.02057444e+09 -7.60267614e-01  9.66545627e-01 
 4.25910048e+09 -6.95741141e-01  9.76823183e-01 
 4.51177740e+09 -6.31140319e-01  9.82375595e-01 
 4.77944472e+09 -5.67015194e-01  9.83336430e-01 
 5.06299177e+09 -5.03876152e-01  9.79910426e-01 
 5.36336063e+09 -4.42183814e-01  9.72363335e-01 
 5.68154929e+09 -3.82341526e-01  9.61010373e-01 
 6.01861492e+09 -3.24690557e-01  9.46203968e-01 
