 1.00000000e+06 -1.88992857e-01  2.63317217e-04 
 1.05932636e+06 -1.88992842e-01  2.78938857e-04 
 1.12217233e+06 -1.88992825e-01  2.95487269e-04 
 1.18874673e+06 -1.88992807e-01  3.13017436e-04 
 1.25927075e+06 -1.88992785e-01  3.31587600e-04 
 1.33397869e+06 -1.88992762e-01  3.51259461e-04 
 1.41311879e+06 -1.88992735e-01  3.72098376e-04 
 1.49695398e+06 -1.88992705e-01  3.94173584e-04 
 1.58576281e+06 -1.88992672e-01  4.17558427e-04 
 1.67984034e+06 -1.88992635e-01  4.42330599e-04 
 1.77949915e+06 -1.88992592e-01  4.68572406e-04 
 1.88507036e+06 -1.88992545e-01  4.96371032e-04 
 1.99690471e+06 -1.88992492e-01  5.25818837e-04 
 2.11537380e+06 -1.88992433e-01  5.57013658e-04 
 2.24087122e+06 -1.88992366e-01  5.90059135e-04 
 2.37381395e+06 -1.88992291e-01  6.25065059e-04 
 2.51464369e+06 -1.88992207e-01  6.62147731e-04 
 2.66382834e+06 -1.88992112e-01  7.01430353e-04 
 2.82186357e+06 -1.88992007e-01  7.43043433e-04 
 2.98927446e+06 -1.88991888e-01  7.87125223e-04 
 3.16661723e+06 -1.88991754e-01  8.33822174e-04 
 3.35448110e+06 -1.88991605e-01  8.83289423e-04 
 3.55349024e+06 -1.88991437e-01  9.35691313e-04 
 3.76430588e+06 -1.88991248e-01  9.91201930e-04 
 3.98762844e+06 -1.88991037e-01  1.05000569e-03 
 4.22419991e+06 -1.88990800e-01  1.11229794e-03 
 4.47480631e+06 -1.88990533e-01  1.17828561e-03 
 4.74028027e+06 -1.88990235e-01  1.24818793e-03 
 5.02150383e+06 -1.88989899e-01  1.32223708e-03 
 5.31941137e+06 -1.88989523e-01  1.40067907e-03 
 5.63499267e+06 -1.88989101e-01  1.48377444e-03 
 5.96929627e+06 -1.88988627e-01  1.57179922e-03 
 6.32343288e+06 -1.88988095e-01  1.66504577e-03 
 6.69857912e+06 -1.88987499e-01  1.76382383e-03 
 7.09598142e+06 -1.88986829e-01  1.86846144e-03 
 7.51696016e+06 -1.88986078e-01  1.97930615e-03 
 7.96291403e+06 -1.88985235e-01  2.09672605e-03 
 8.43532472e+06 -1.88984289e-01  2.22111108e-03 
 8.93576181e+06 -1.88983227e-01  2.35287427e-03 
 9.46588802e+06 -1.88982036e-01  2.49245313e-03 
 1.00274647e+07 -1.88980699e-01  2.64031107e-03 
 1.06223576e+07 -1.88979199e-01  2.79693895e-03 
